# File: KOR_en_bal.csv
# Title: South Korea energy balance override (GCAM_region_ID 28), by intermediate sector / intermediate fuel / historical year
# Units: EJ
# Source: Extracted from L101.en_bal_EJ_R_Si_Fi_Yh_full (region 28), the same processing as the global IEA-based balance.
#   Serves as the editable Korea-specific overlay; sector=TES is excluded and recomputed downstream from in_/net_ sectors.
# Column types: ccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
sector,fuel,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
in_bld_resid,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01607424,0.02226952,0.026790400000000002,0.02938572,0.029678740000000002,0.038971660000000005,0.04483206,0.046129720000000006,0.047427380000000005,0.05081804,0.053706380000000005,0.06065514,0.05722262,0.05822726,0.061492340000000006,0.06450626000000001,0.07363174,0.07551544,0.07886424,0.07744100000000001,0.07237594,0.06488300000000001,0.07091084,0.07878052,0.08572928,0.08346884,0.08443162,0.08380372
in_bld_resid,refined liquids,0.00259532,0.00263718,0.00297206,0.00288834,0.0035162400000000003,0.00406042,0.0261625,0.014316120000000002,0.017120740000000002,0.021097440000000002,0.04257162,0.04186,0.04370184,0.0458367,0.04872504,0.05199012000000001,0.05512962,0.06312488000000001,0.06923644,0.08020376,0.07476196,0.07744100000000001,0.0786968,0.07266896,0.10615696000000001,0.11226852000000001,0.09740822,0.056678440000000004,0.12047308,0.16233308000000002,0.18435144,0.18033288000000003,0.15814708,0.14060774,0.13315666,0.14437514,0.12997530000000002,0.13181714,0.12273352000000001,0.12482652000000001,0.1341613,0.12147772000000001,0.12357072000000001,0.11884054000000001,0.1270451,0.14805882,0.15350062,0.14177982,0.12972414000000002,0.11670568,0.11570104
in_electricity generation,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154882,0.00255346,5.0232e-4,3.3488e-4,4.6046000000000005e-4,4.1860000000000004e-4,3.7674000000000003e-4,5.4418e-4,4.1860000000000004e-4,9.627800000000001e-4,4.186e-4,4.186e-4,3.3488e-4,5.4418e-4,2.9302e-4,0.00368368,0.00653016,0.00707434,0.007409220000000001,0.01008826,0.02055326,0.04993898,0.050525020000000004,0.06454812,0.07216664,0.06940388,0.06505044
in_electricity generation,coal,0.01126034,0.015906800000000002,0.0123487,0.00694876,0.021474180000000002,0.01979978,0.01306032,0.00954408,0.017371900000000003,0.034367060000000005,0.03457636,0.037967020000000004,0.052659880000000006,0.13110552,0.17087252,0.18569096000000002,0.15977962,0.18481190000000003,0.1599052,0.16425864,0.1661842,0.18221658000000002,0.25563902000000005,0.33672184,0.38833522000000004,0.51270128,0.60621652,0.67528552,0.73116862,0.95269174,0.99886332,1.08664374,1.15294998,1.29904138,1.35768724,1.4192633,1.4302724800000002,1.6219494200000002,1.9038346600000002,1.97888964,2.0740792800000003,2.0381634,2.01924268,2.0326378800000002,2.06859562,2.03632156,2.23934256,2.2441146,2.14687382,1.7932405400000002,1.76988266
in_electricity generation,elec_hydro,0.0047301800000000005,0.0049394800000000004,0.0046046,0.00686504,0.0060697,0.00644644,0.0050232,0.006488300000000001,0.008372000000000001,0.007158060000000001,0.00975338,0.00719992,0.00979524,0.008623160000000001,0.0131859,0.014483560000000001,0.0192556,0.012851020000000001,0.01649284,0.02289742,0.012558000000000001,0.01113476,0.01519518,0.00845572,0.00992082,0.00870688,0.010130120000000001,0.015404480000000002,0.01498588,0.0144417,0.01494402,0.011637080000000001,0.01762306,0.015571920000000001,0.013227760000000002,0.01247428,0.01306032,0.01105104,0.010130120000000001,0.013269620000000001,0.0165347,0.01427426,0.01720446,0.01167894,0.00954408,0.012055680000000001,0.011888240000000001,0.01385566,0.011762660000000001,0.015571920000000001,0.01264172
in_electricity generation,elec_nuclear,0,0,0,0,0,0,7.534800000000001e-4,0.025367160000000003,0.034367060000000005,0.03792516,0.0316043,0.04119024,0.09778496,0.12863578,0.18263518,0.30880122000000004,0.42881384,0.43739514,0.5165942600000001,0.5768308000000001,0.61416992,0.61655594,0.63409528,0.63970452,0.7310849,0.80630732,0.8407581000000001,0.9782263400000001,1.12410844,1.18848912,1.22302362,1.29904138,1.4143238200000001,1.42570974,1.6009357000000002,1.6224098800000002,1.5590338400000001,1.6464793800000002,1.6117355800000002,1.62073548,1.6875440400000001,1.63961434,1.51369946,1.7059205800000001,1.7970498000000001,1.76686874,1.61889364,1.45614196,1.59143348,1.74711082,1.72345992
in_electricity generation,elec_solar PV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,8.372e-5,2.5116e-4,0.0010465000000000001,0.00200928,0.0028046200000000003,0.00330694,0.0039767000000000005,0.00577668,0.0092092,0.01427426,0.0184184,0.025367160000000003,0.033111260000000003,0.046799480000000004,0.0646737,0.08418046000000001
in_electricity generation,elec_wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.372e-5,4.186e-5,4.186e-5,8.372e-5,1.6744e-4,4.6046000000000005e-4,8.372000000000001e-4,0.00138138,0.00159068,0.0024278800000000003,0.0029302,0.00309764,0.0033069400000000004,0.00414414,0.00414414,0.004855760000000001,0.006069700000000001,0.007827820000000001,0.00887432,0.00966966,0.01134406,0.01146964
in_electricity generation,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217672,0.07526428,0.09330594,0.08175258,0.08526882000000001,0.08815716,0.10896158,0.12331956000000001,0.16308656,0.17447248,0.22637888,0.2632994,0.20515586000000002,0.23680202,0.24098802000000002,0.28113176,0.29461068,0.30227106000000004,0.41433028000000005,0.43542772,0.49507822,0.5793424,0.57800288,0.49976654,0.7307500200000001,0.81204214,0.8975202600000001,0.92397578,0.8097398400000001,0.7646147600000001,0.80676778,0.82681872,1.01351432,0.98191002,1.09221112,1.26994868
in_electricity generation,gasified biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2558e-4,1.2558e-4,7.534800000000001e-4,0.0010465000000000001,0.0015906800000000001,0.00133952,0.00171626,0.00410228,0.0046046,0.00422786,0.0050232,0.005734820000000001,0.005190640000000001,0.00577668,0.00531622,0.00598598,0.005065060000000001,0.0046046,0.00468832,0.0049394800000000004,0.00573482,0.0052325
in_electricity generation,refined liquids,0.08819902,0.09958494000000001,0.12658464,0.14772394,0.18903976,0.20913256000000002,0.24375078000000003,0.27690390000000004,0.29222466,0.28552706000000005,0.31014074,0.31734066,0.3110198,0.24232754,0.18158868,0.12968228,0.048222720000000004,0.11264526000000001,0.13780312000000003,0.18883046000000003,0.26355056,0.32868472000000004,0.31014074,0.336973,0.39603746,0.35070308,0.41286518,0.13792870000000002,0.15019368,0.26409474,0.280462,0.23136022,0.2308579,0.22097894,0.21068138000000003,0.19983964,0.19096532000000002,0.11444524000000002,0.14990066000000002,0.1368822,0.11105458,0.16400748,0.16844464000000003,0.09179898000000002,0.09426872000000001,0.13378456,0.06400394000000001,0.07225036,0.04734366,0.030306640000000003,0.03277638
in_heat,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7674000000000003e-4,6.279e-4,9.627800000000001e-4,0.0012558,0.0025116,0.0033488,0.0041860000000000005,0.00452088,0.00535808,0.004311580000000001,0.0043953,0.0077441,0.008497580000000001,0.00908362,0.01029756,0.01289288,0.02021838,0.019925360000000003,0.026790400000000002,0.033613580000000004,0.033864740000000004,0.01984164,0.0226044,0.022939280000000003,0.023274160000000002,0.022436960000000002,0.022688120000000003,0.02289742
in_heat,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074510800000000005,0.0019255600000000002,0.00238602,0.00498134,0.005609240000000001,0.00234416,0.0026371800000000003,0.00339066,0.00556738,0.0033069400000000004,0.005065060000000001,0.004311580000000001,0.00276276,0.0019255600000000002,0.00276276,0.00213486,0.00305578,0.00309764,0.0035162400000000003,0.0037674
in_heat,gasified biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-5,5.4418e-4,5.0232e-4,4.6046000000000005e-4,3.7674000000000003e-4,5.4418e-4,2.9302e-4,4.186e-4,0.0010465000000000001,0,1.2558e-4,2.5116e-4,2.5116e-4,8.372e-5,0,0,0,0,0,0,0
in_heat,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006865040000000001,0.0179998,0.01703702,0.014818440000000002,0.01540448,0.019716060000000004,0.017371900000000003,0.020427680000000004,0.02164162,0.02452996,0.02800434,0.02821364,0.0223951,0.02180906,0.0152789,0.01561378,0.015320760000000001,0.0108836,0.00828828,0.00812084,0.00665574,0.00489762,0.0017581200000000002,0.00339066,0.0033488000000000003,0.00255346,0.00255346,0.00213486
in_industry_agriculture,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.627800000000001e-4,0.0012139400000000002,0.0022604400000000003,1.6744e-4,0.00276276,0.0026371800000000003,0.00288834,0.0029302,5.8604e-4,8.372e-5,0
in_industry_agriculture,electricity,2.0930000000000002e-4,2.5116e-4,2.9302e-4,2.5116e-4,2.9302e-4,4.1860000000000004e-4,5.4418e-4,6.279e-4,6.279e-4,7.1162e-4,9.209200000000001e-4,0.00142324,0.0015069600000000001,0.0018837,0.00217672,0.0027209,0.0030139200000000002,0.004646460000000001,0.0052743600000000005,0.0052325,0.00640458,0.0077441,0.00799526,0.01050686,0.0121394,0.01389752,0.015027740000000001,0.014483560000000001,0.01645098,0.01908816,0.0215579,0.02214394,0.02139046,0.0175812,0.01900444,0.020134660000000002,0.02168348,0.02360904,0.026204360000000003,0.02879968,0.03026478,0.03457636,0.03838562,0.03880422,0.04190186,0.0498134,0.04713436,0.05006456,0.050608740000000006,0.0498134,0.054418
in_industry_agriculture,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-5,4.6046000000000005e-4,8.372000000000001e-4,7.1162e-4,8.790600000000001e-4,9.209200000000001e-4,0.0010465000000000001,0.0010465000000000001,1.2558e-4,2.0930000000000002e-4,1.6744e-4,1.6744e-4,1.6744e-4,2.0930000000000002e-4,1.2558e-4,1.2558e-4,1.2558e-4,1.2558e-4,1.2558e-4,1.2558e-4,1.6744e-4,4.186e-5,8.372e-5
in_industry_agriculture,gasified biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-5,8.372e-5,2.5116e-4
in_industry_agriculture,refined liquids,0,0,0,0,0,0,0,0,0,0.01703702,0.02859038,0.02808806,0.028339220000000002,0.031227560000000005,0.0324415,0.043199520000000005,0.045627400000000005,0.051780820000000005,0.05730634,0.06408766,0.07007364,0.07898982000000002,0.08865948,0.10105004000000001,0.10963134000000001,0.12285910000000001,0.13487292,0.11561732000000001,0.12624976000000002,0.13211016,0.13889148,0.13219388,0.07308756,0.06224582,0.05919004,0.05312034,0.053329640000000005,0.04751110000000001,0.047929700000000006,0.05249244,0.049101780000000005,0.04880876,0.048599460000000004,0.03131128,0.019423040000000003,0.014274260000000002,0.012013820000000001,0.01243242,0.01452542,0.0186277,0.01850212
in_industry_chp,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5116e-4,3.3488e-4,0.00255346,0.0047301800000000005,0.00510692,0.006195280000000001,0.00468832,0.006865039999999999,0.00870688,0.00992082,0.00954408,0.00895804,0.014651,0.01456728,0.01075802,0.01075802,0.00824642,0.00966966,0.019883500000000002,0.01950676,0.01795794,0.01791608,0.02017652
in_industry_chp,coal,0,0,0.00171626,3.3488e-4,0.0035581000000000002,0.0012139400000000002,0.00288834,0.00213486,2.9302e-4,7.1162e-4,5.8604e-4,2.9302e-4,0.0054836600000000004,0.030515940000000002,0.031311280000000004,0.03985072,0.046799480000000004,0.05249244,0.06274814000000001,0.08589672000000001,0.09665474,0.10565464000000001,0.11352432000000001,0.10866856000000001,0.10787322,0.10795694,0.10921274,0.11034296,0.10766392000000001,0.14697046000000002,0.14575652,0.16501212,0.14822626,0.17041206,0.16312842,0.16300284,0.16697954,0.18179798,0.17870034,0.21595574,0.25229022,0.24743446000000002,0.2233231,0.23479274000000003,0.29080142000000003,0.31759182,0.25392276,0.24396008000000002,0.22926722,0.22093708,0.21817432000000003
in_industry_chp,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01670214,0.012599860000000001,0.02674854,0.0232323,0.030181060000000003,0.0207207,0.01749748,0.015655640000000002,0.017371900000000003,0.02335788,0.027502020000000002,0.025116000000000003,0.030557800000000003,0.0359996,0.050608740000000006,0.0671853,0.0703248,0.05864586,0.05605054,0.0500227
in_industry_chp,gasified biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6744e-4,0,0,0.00117208,0.00117208,0.00100464,0.00108836,0.0010465000000000001
in_industry_chp,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055255200000000004,0.042194880000000004,0,0,0.057934240000000005,0.06078072,0.05939934,0.081627,0.05157152,0.04504136,0.060362120000000005,0.06371092,0.07132944000000001,0.04508322000000001,0.05542264,0.07832006,0.05927376,0.05948306,0.059315620000000006,0.0537901,0.047552960000000005,0.05579938
in_industry_energy distribution,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0232e-4,8.372000000000001e-4,9.209200000000001e-4,9.209200000000001e-4,8.372000000000001e-4,0.00108836,0.0022604400000000003,0.00288834,0.00359996,0.0036836800000000004,0.00347438,0.0037255400000000003,0.00380926,0.00590226,0.00343252,0.00489762,0.00217672,0.0023023,0.0025116,0.00288834,0.0029720600000000003,0.0025116,0.0026371800000000003,0.00284648,0.0025116,0.00234416,0.00217672,0.00205114
in_industry_feedstocks,coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01599052,0.018585840000000003,0.015906800000000002,0.0169533,0.013771940000000002,0.019046300000000002,0.01984164,0.023902060000000003,0.02310672,0.02398578,0.021474180000000002,0.02126488,0.02168348,0.02055326,0.020762560000000003
in_industry_feedstocks,refined liquids,0.026329940000000003,0.02578576,0.04751110000000001,0.053329640000000005,0.061241180000000006,0.06747832000000001,0.08665020000000001,0.1008826,0.11323130000000001,0.12817532,0.11494756,0.11159876,0.12717068,0.14048216000000002,0.15031926,0.16798418,0.17807244000000003,0.19364436000000002,0.19582108,0.28150850000000005,0.39214448,0.59508176,0.64828582,0.68449472,0.71157814,0.7592985400000001,0.9507243200000001,1.03009088,1.0566301200000001,1.0477558,1.07898336,1.15165232,1.2200097,1.2103400400000002,1.2710789,1.32934802,1.43240734,1.4370956600000002,1.5332899400000002,1.58867072,1.66489778,1.79826374,1.81366822,1.9069323,1.9580433600000002,2.06713052,2.1765944200000003,2.10601846,2.18329202,2.0536516000000002,2.2038034200000003
in_industry_general,biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01142778,0.01389752,0.01854398,0.021850920000000003,0.02164162,0.0320229,0.025199720000000002,0.02854852,0.030515940000000005,0.033320560000000006,0.0433251,0.0401856,0.04043676,0.04826458,0.05533892,0.06052956,0.06747832000000001,0.07425964,0.07886424,0.07258524000000001,0.07279454,0.07036666000000001,0.07823634,0.08983156,0.10464999999999999,0.10356164,0.11670568,0.13420316000000002,0.10858484,0.09414314,0.09619428000000001,0.09271990000000001
in_industry_general,coal,0.015697500000000003,0.01352078,0.016283540000000003,0.019757920000000002,0.02168348,0.02394392,0.02829736,0.02599506,0.0445809,0.056385420000000006,0.07907354,0.0786968,0.08819902,0.08355256,0.08526882,0.08551998000000001,0.09297106,0.10703602000000001,0.10398024000000002,0.12779858,0.15726802,0.1437891,0.1818817,0.2226952,0.25291812,0.29180606,0.297206,0.26928538,0.28184338000000003,0.35601930000000004,0.40641874,0.3821818,0.35807044000000005,0.34379618,0.28439684,0.3214848,0.31683834,0.35509838,0.28921074,0.3468101,0.37251214,0.34819148000000005,0.35974484,0.34827520000000006,0.40177228000000004,0.34739614,0.32035458,0.35497280000000003,0.29452696,0.27682018,0.26715052
in_industry_general,electricity,0.022562540000000002,0.02649738,0.03185546,0.03918096,0.042320460000000004,0.050776180000000004,0.0590226,0.06923644000000001,0.0776503,0.08179444000000001,0.08652462000000001,0.09016644,0.10042214000000001,0.10904530000000001,0.1155336,0.12984972,0.1494402,0.17007718000000002,0.18363982,0.20800234,0.22822072000000002,0.24601122,0.26744354000000004,0.30030364000000004,0.33496372,0.37029356,0.40386528000000005,0.37724232,0.41855814,0.5412916600000001,0.5518822400000001,0.5774587,0.60650954,0.6440161,0.6682949,0.68805282,0.7281128400000001,0.7274849400000001,0.7241780000000001,0.8284094000000001,0.89337612,0.9110410400000001,0.92899898,0.94440346,0.95516148,0.9629893,0.9981517000000001,1.01397478,0.9920401400000001,0.9551196200000001,1.00342606
in_industry_general,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1860000000000004e-4,9.627800000000001e-4,0.0018418400000000002,0.00305578,0.004646460000000001,0.0043953,0.01167894,0.01481844,0.022311380000000002,0.03135314,0.0510692,0.06827366,0.08547812,0.12059866000000001,0.1308125,0.14437514,0.15647268,0.1649284,0.17447248,0.18276076000000002,0.19711874000000001,0.22905792000000003,0.23579738,0.29687112000000004,0.34643336,0.38896312,0.41035358000000005,0.36945636000000004,0.31030818000000004,0.31432674,0.31319652000000003,0.31508022,0.31047562,0.29038282000000004,0.31026632000000004
in_industry_general,gasified biomass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0232e-4,5.0232e-4,6.279e-4,7.534800000000001e-4,7.953400000000001e-4,7.953400000000001e-4,9.627800000000001e-4,8.372000000000001e-4,8.372000000000001e-4,8.790600000000001e-4,8.372000000000001e-4,8.372000000000001e-4,8.790600000000001e-4,0.00117208,0.0011302200000000001,7.953400000000001e-4,4.1860000000000004e-4,4.1860000000000004e-4,2.0930000000000002e-4,3.3488e-4,2.5116e-4,6.6976e-4,8.372000000000001e-4,8.790600000000001e-4,0.00142324,0.00163254,8.372000000000001e-4,7.534800000000001e-4,7.534800000000001e-4,0.00100464,7.534800000000001e-4,7.534800000000001e-4
in_industry_general,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889525,0.08468278,0.08610602,0.07957586,0.12114284,0.11909170000000001,0.11955216,0.12549628000000002,0.12541256,0.11314758000000001,0.09786868,0.10180352000000001,0.08907808,0.08891064,0.10515232000000001,0.10762206,0.11724986000000001,0.121394,0.13236132,0.1333241,0.12800788000000002,0.13554268
in_industry_general,refined liquids,0.18548166000000002,0.1810445,0.2203929,0.22441146,0.22876490000000002,0.2628808,0.24471356,0.29021538,0.32228014,0.29339674000000004,0.26313196,0.23399740000000002,0.23219742000000002,0.24684842,0.24576006000000003,0.26325754,0.29310372,0.3386474,0.38465154,0.45552052000000004,0.506506,0.54719392,0.5715983,0.60751418,0.58001216,0.5912725000000001,0.53878006,0.4393207,0.49227360000000003,0.45937164,0.4169256,0.41006056,0.42312088000000003,0.3970421,0.37510746000000006,0.37041914000000004,0.34685196,0.30197804,0.27949922,0.28519218,0.24885770000000002,0.20423494,0.17861662,0.17510038,0.17777942000000002,0.18669560000000002,0.18539794,0.18506306,0.18883046,0.21084882000000002,0.21591388
in_industry_ownuse,heat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117208,0.00200928,0.00217672,0.00221858,0.0019255600000000002,0.0025953200000000004,0,0,0.0012558,0.00108836,0,0,0,0,0,0,0,0,0,0.0015069600000000001,0.0031395000000000004,0.0024697400000000002,0.0025116,0.0029720600000000003,0.00309764,0.00305578,0.00322322,0.00309764
in_industry_ownuse,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010465000000000001,0,0,0
in_industry_pipeline,refined liquids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-5,1.6744e-4,1.6744e-4,1.6744e-4,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,4.186e-5,8.372e-5,8.372e-5,8.372e-5,4.186e-5,8.372e-5,4.186e-5,0,0
in_trn_domestic air,refined liquids,0,0,0.012432420000000001,0.01029756,0.008916180000000001,0.012599860000000001,0.01636726,0.01657656,0.014316120000000002,0.00925106,0.012725440000000001,0.016157960000000002,0.02143232,0.0226044,0.018083520000000002,0.02528344,0.0265811,0.024613680000000002,0.030306640000000003,0.08058050000000001,0.07752472,0.06923644000000001,0.07166432,0.07945028,0.08891064,0.08493394000000001,0.09150596000000001,0.08074794,0.08564556,0.08761298000000001,0.08924552000000001,0.09301292000000001,0.08807344,0.09259432000000001,0.05207384,0.040897220000000005,0.04349254,0.011511500000000001,0.011218480000000001,0.014232400000000001,0.020511400000000003,0.03419962,0.028004340000000003,0.04303208000000001,0.05140408,0.05182268,0.05508776,0.05634356,0.04621344000000001,0.04068792,0.0678132
in_trn_domestic ship,refined liquids,0.00950222,0.00950222,0.011888240000000001,0.01619982,0.011888240000000001,0.0098789600000000009,0.02101372,0.01938118,0.03687866,0.0255346,0.03466008,0.033864740000000004,0.0301392,0.028464800000000002,0.028715960000000002,0.0345345,0.0594412,0.06002724000000001,0.06392022,0.06885970000000001,0.07844564000000001,0.09225944,0.11038482,0.06044584,0.05952492,0.038720500000000005,0.045376240000000005,0.0475111,0.06199466000000001,0.05517148,0.04926922,0.052785460000000006,0.052701740000000004,0.05006456000000001,0.036794940000000005,0.03646006,0.035748440000000006,0.03658564,0.034367060000000005,0.02817178,0.010213840000000002,0.00954408,0.0087906,0.005525520000000001,0.009167340000000001,0.01921374,0.01774864,0.0133952,0.0161161,0.013353340000000002,0.017037020000000003
in_trn_international air,refined liquids,0,0,0.0039767000000000005,0.00456274,0.00510692,0.00598598,0.006823180000000001,0.00866502,0.011344060000000001,0.011637080000000001,0.016744000000000002,0.018209100000000002,0.01992536,0.02067884,0.02394392,0.0280462,0.030641520000000002,0.03650192,0.04700878,0.011888240000000001,0.016283540000000003,0.020511400000000003,0.0246974,0.02674854,0.028967120000000002,0.031939180000000005,0.032064760000000005,0.02180906,0.0200928,0.02398578,0.027627600000000002,0.038971660000000005,0.050734320000000006,0.05542264,0.10238956,0.12465908,0.13261248,0.15931916000000002,0.15442154,0.16794232,0.16940742,0.16953300000000002,0.17899336000000002,0.17941196,0.18447702000000002,0.20607678000000001,0.2109744,0.22227660000000002,0.23579738,0.12599860000000002,0.11109644
in_trn_international ship,refined liquids,0.02000908,0.025367160000000003,0.02452996,0.01197196,0.0022185800000000004,0.0024697400000000002,0.0037674,0.0031395,0.00443716,0.00406042,0.01113476,0.0075348,0.007492940000000001,0.01619982,0.02222766,0.039850720000000006,0.05768308,0.06777134,0.08053864,0.0692783,0.10356164000000001,0.1341613,0.16421678,0.24190894000000002,0.2802527,0.34593103999999997,0.3828097,0.39507468,0.4175116400000001,0.39917696,0.38590734000000004,0.37460514,0.40549782,0.42111160000000003,0.43588818000000007,0.43647422,0.40520480000000003,0.38226552,0.35154028000000004,0.3769493,0.36652616,0.35677278,0.34881938000000007,0.35472164,0.39473980000000003,0.44191602,0.42726502000000005,0.39946998,0.34823334,0.41705118,0.44103696000000003
in_trn_rail,coal,0.0012139400000000002,5.4418e-4,5.0232e-4,9.209200000000001e-4,8.790600000000001e-4,5.4418e-4,1.6744e-4,1.2558e-4,4.186e-5,8.372e-5,8.372e-5,8.372e-5,8.372e-5,4.186e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_trn_rail,electricity,0,4.6046000000000005e-4,4.6046000000000005e-4,4.6046000000000005e-4,9.209200000000001e-4,8.790600000000001e-4,0.00108836,0.0012976600000000002,0.00138138,0.00142324,0.0016744000000000002,0.0016744000000000002,0.0018418400000000002,0.00217672,0.0025953200000000004,0.0031813600000000003,0.00309764,0.0033488000000000003,0.00347438,0.00364182,0.00393484,0.00422786,0.0045208800000000006,0.005190640000000001,0.00577668,0.0060697,0.00632086,0.00569296,0.00623714,0.0073255,0.00812084,0.0081627,0.008372000000000001,0.008916180000000001,0.00937664,0.00912548,0.00883246,0.00799526,0.007827820000000001,0.00786968,0.008078980000000001,0.008078980000000001,0.007785960000000001,0.00719992,0.00799526,0.00966966,0.010130120000000001,0.01050686,0.01029756,0.010423140000000001,0.010799880000000001
in_trn_rail,refined liquids,0,0,0,0,0,0,0,0,0,0,0.008916180000000001,0.009167340000000001,0.00937664,0.01042314,0.0102557,0.010423140000000001,0.01084174,0.0113022,0.011302200000000002,0.0119301,0.012097540000000002,0.0123487,0.0129766,0.012432420000000001,0.012558000000000001,0.01243242,0.01247428,0.01226498,0.012809160000000002,0.013144040000000001,0.013227760000000002,0.013227760000000002,0.01356264,0.01159522,0.0108836,0.00996268,0.009167340000000001,0.0089999,0.007953400000000001,0.007702240000000001,0.007032480000000001,0.007032480000000001,0.00623714,0.005190640000000001,0.0047301800000000005,0.00414414,0.00401856,0.00401856,0.00380926,0.0033488000000000003,0.0029720600000000003
in_trn_road,electricity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6744e-4,1.6744e-4,8.790600000000001e-4,0.00133952,0.0022604400000000003
in_trn_road,gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030139200000000002,0.0054418,0.00954408,0.01356264,0.018920720000000002,0.024111360000000002,0.029929900000000002,0.037464700000000004,0.042822780000000005,0.04495764,0.048097140000000004,0.050399440000000004,0.050734320000000006,0.048725040000000004,0.050273860000000004,0.04964596,0.0508599,0.0498134,0.04504136,0.04340882
in_trn_road,refined biofuels_FT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186e-5,8.372e-5,2.0930000000000002e-4,4.6046000000000005e-4,0.0016744000000000002,0.0033069400000000004,0.00694876,0.01021384,0.013939380000000001,0.013144040000000001,0.01414868,0.014860300000000002,0.015655640000000002,0.01749748,0.0207207,0.02210208,0.02683226,0.02683226,0.027209,0.02746016
