# File: post2100_socioeconomics.csv
# Title: Post-2100 population and GDP growth factors by SSP scenario and GCAM region
# Units: unitless growth factor relative to the year 2100
# Source: Rennert et al. (2022) Resources for the Future Socioeconomic Projections (RFF-SPs) v5, doi:10.5281/zenodo.6016583, CC-BY-4.0. Population component from Raftery and Sevcikova (2021).
# Description: Extends the SSP drivers past 2100 where the SSP database ends. Each SSP is matched per region to the RFF-SP percentile with the same 2025-2100 growth, and that percentile's later growth is carried forward; population and GDP per capita matched independently. Growth factors relative to 2100, not levels, so no unit or PPP-vintage conversion applies and periods to 2100 are unchanged. outside.rff.range marks the 10 of 160 region-scenario pairs lying outside the RFF-SP draw range, where the path is a tail extrapolation.
# Column types: cicinni 
# ----------
scenario,GCAM_region_ID,region,year,pop.ratio,gdp.ratio,outside.rff.range
SSP1,1,USA,2110,0.99374,1.048064,0
SSP1,1,USA,2120,0.989235,1.134673,0
SSP1,1,USA,2130,0.980798,1.198085,0
SSP1,1,USA,2140,0.971451,1.212482,0
SSP1,1,USA,2150,0.963542,1.278839,0
SSP1,1,USA,2160,0.955985,1.391281,0
SSP1,1,USA,2170,0.944836,1.42755,0
SSP1,1,USA,2180,0.933251,1.436513,0
SSP1,1,USA,2190,0.924582,1.499975,0
SSP1,1,USA,2200,0.9136,1.60624,0
SSP1,1,USA,2220,0.8972,1.849609,0
SSP1,1,USA,2240,0.882155,1.99633,0
SSP1,1,USA,2260,0.87078,2.102826,0
SSP1,1,USA,2280,0.865324,2.550379,0
SSP1,1,USA,2300,0.865519,2.74898,0
SSP1,2,Africa_Eastern,2110,1.001167,1.213249,1
SSP1,2,Africa_Eastern,2120,0.996173,1.491091,1
SSP1,2,Africa_Eastern,2130,0.991969,1.830938,1
SSP1,2,Africa_Eastern,2140,0.978336,2.188921,1
SSP1,2,Africa_Eastern,2150,0.960534,2.610427,1
SSP1,2,Africa_Eastern,2160,0.944807,2.931421,1
SSP1,2,Africa_Eastern,2170,0.937109,3.306606,1
SSP1,2,Africa_Eastern,2180,0.91585,3.543786,1
SSP1,2,Africa_Eastern,2190,0.902163,3.767878,1
SSP1,2,Africa_Eastern,2200,0.892522,4.32448,1
SSP1,2,Africa_Eastern,2220,0.872694,5.887245,1
SSP1,2,Africa_Eastern,2240,0.855132,7.376155,1
SSP1,2,Africa_Eastern,2260,0.850514,9.046211,1
SSP1,2,Africa_Eastern,2280,0.867967,12.407896,1
SSP1,2,Africa_Eastern,2300,0.872339,16.602113,1
SSP1,3,Africa_Northern,2110,0.952473,1.088258,0
SSP1,3,Africa_Northern,2120,0.901193,1.177075,0
SSP1,3,Africa_Northern,2130,0.848744,1.33668,0
SSP1,3,Africa_Northern,2140,0.79874,1.507443,0
SSP1,3,Africa_Northern,2150,0.751149,1.635064,0
SSP1,3,Africa_Northern,2160,0.706601,1.737929,0
SSP1,3,Africa_Northern,2170,0.665905,1.755213,0
SSP1,3,Africa_Northern,2180,0.628586,1.786607,0
SSP1,3,Africa_Northern,2190,0.594235,1.854338,0
SSP1,3,Africa_Northern,2200,0.561842,1.87677,0
SSP1,3,Africa_Northern,2220,0.504848,2.162033,0
SSP1,3,Africa_Northern,2240,0.457118,2.434329,0
SSP1,3,Africa_Northern,2260,0.420833,2.7771,0
SSP1,3,Africa_Northern,2280,0.394392,3.069081,0
SSP1,3,Africa_Northern,2300,0.371269,3.569002,0
SSP1,4,Africa_Southern,2110,1.017615,1.278174,1
SSP1,4,Africa_Southern,2120,1.02211,1.512637,1
SSP1,4,Africa_Southern,2130,1.014911,1.894271,1
SSP1,4,Africa_Southern,2140,1.007914,2.269579,1
SSP1,4,Africa_Southern,2150,0.991295,2.540543,1
SSP1,4,Africa_Southern,2160,0.971221,2.996658,1
SSP1,4,Africa_Southern,2170,0.949865,3.445026,1
SSP1,4,Africa_Southern,2180,0.927274,3.656647,1
SSP1,4,Africa_Southern,2190,0.904426,3.931151,1
SSP1,4,Africa_Southern,2200,0.878951,4.285486,1
SSP1,4,Africa_Southern,2220,0.828639,5.433032,1
SSP1,4,Africa_Southern,2240,0.783615,6.731914,1
SSP1,4,Africa_Southern,2260,0.735556,7.352532,1
SSP1,4,Africa_Southern,2280,0.692738,9.183564,1
SSP1,4,Africa_Southern,2300,0.661346,11.141719,1
SSP1,5,Africa_Western,2110,1.003119,1.252812,1
SSP1,5,Africa_Western,2120,0.994201,1.539305,1
SSP1,5,Africa_Western,2130,0.977367,1.854647,1
SSP1,5,Africa_Western,2140,0.955827,2.054172,1
SSP1,5,Africa_Western,2150,0.931541,2.285193,1
SSP1,5,Africa_Western,2160,0.904484,2.477865,1
SSP1,5,Africa_Western,2170,0.878521,2.639977,1
SSP1,5,Africa_Western,2180,0.851953,2.835089,1
SSP1,5,Africa_Western,2190,0.823891,2.907183,1
SSP1,5,Africa_Western,2200,0.798452,3.146872,1
SSP1,5,Africa_Western,2220,0.753297,3.986273,1
SSP1,5,Africa_Western,2240,0.710138,4.736679,1
SSP1,5,Africa_Western,2260,0.676927,6.138594,1
SSP1,5,Africa_Western,2280,0.656357,7.81592,1
SSP1,5,Africa_Western,2300,0.631877,9.766364,1
SSP1,6,Australia_NZ,2110,0.99027,1.010559,0
SSP1,6,Australia_NZ,2120,0.978466,1.09888,0
SSP1,6,Australia_NZ,2130,0.968599,1.160133,0
SSP1,6,Australia_NZ,2140,0.963726,1.16844,0
SSP1,6,Australia_NZ,2150,0.957005,1.204798,0
SSP1,6,Australia_NZ,2160,0.950795,1.244096,0
SSP1,6,Australia_NZ,2170,0.948133,1.251977,0
SSP1,6,Australia_NZ,2180,0.940745,1.29656,0
SSP1,6,Australia_NZ,2190,0.932825,1.332302,0
SSP1,6,Australia_NZ,2200,0.921409,1.376357,0
SSP1,6,Australia_NZ,2220,0.891598,1.631899,0
SSP1,6,Australia_NZ,2240,0.868198,1.70901,0
SSP1,6,Australia_NZ,2260,0.83418,1.842831,0
SSP1,6,Australia_NZ,2280,0.809135,2.186568,0
SSP1,6,Australia_NZ,2300,0.787137,2.444387,0
SSP1,7,Brazil,2110,0.921002,1.024836,0
SSP1,7,Brazil,2120,0.851376,1.065432,0
SSP1,7,Brazil,2130,0.791085,1.075307,0
SSP1,7,Brazil,2140,0.740098,0.990861,0
SSP1,7,Brazil,2150,0.69605,0.98795,0
SSP1,7,Brazil,2160,0.656851,0.991082,0
SSP1,7,Brazil,2170,0.621864,0.963828,0
SSP1,7,Brazil,2180,0.588623,0.947712,0
SSP1,7,Brazil,2190,0.55895,0.943444,0
SSP1,7,Brazil,2200,0.532362,0.978649,0
SSP1,7,Brazil,2220,0.486,1.193309,0
SSP1,7,Brazil,2240,0.446052,1.327685,0
SSP1,7,Brazil,2260,0.414203,1.521932,0
SSP1,7,Brazil,2280,0.387151,1.862484,0
SSP1,7,Brazil,2300,0.366365,2.51069,0
SSP1,8,Canada,2110,0.986728,1.015424,0
SSP1,8,Canada,2120,0.97718,1.15804,0
SSP1,8,Canada,2130,0.967348,1.168217,0
SSP1,8,Canada,2140,0.960221,1.179376,0
SSP1,8,Canada,2150,0.957087,1.230599,0
SSP1,8,Canada,2160,0.95177,1.298528,0
SSP1,8,Canada,2170,0.944262,1.214963,0
SSP1,8,Canada,2180,0.938177,1.226643,0
SSP1,8,Canada,2190,0.931642,1.26084,0
SSP1,8,Canada,2200,0.920027,1.268954,0
SSP1,8,Canada,2220,0.898158,1.357437,0
SSP1,8,Canada,2240,0.872458,1.549747,0
SSP1,8,Canada,2260,0.849001,1.83705,0
SSP1,8,Canada,2280,0.820945,2.171325,0
SSP1,8,Canada,2300,0.795887,2.349798,0
SSP1,9,Central America and Caribbean,2110,0.929175,1.008441,0
SSP1,9,Central America and Caribbean,2120,0.860062,1.103541,0
SSP1,9,Central America and Caribbean,2130,0.796637,1.238985,0
SSP1,9,Central America and Caribbean,2140,0.743077,1.308991,0
SSP1,9,Central America and Caribbean,2150,0.695524,1.35365,0
SSP1,9,Central America and Caribbean,2160,0.653762,1.328729,0
SSP1,9,Central America and Caribbean,2170,0.615938,1.362323,0
SSP1,9,Central America and Caribbean,2180,0.581975,1.315727,0
SSP1,9,Central America and Caribbean,2190,0.551147,1.340276,0
SSP1,9,Central America and Caribbean,2200,0.522922,1.36642,0
SSP1,9,Central America and Caribbean,2220,0.471104,1.635622,0
SSP1,9,Central America and Caribbean,2240,0.424647,1.715114,0
SSP1,9,Central America and Caribbean,2260,0.385675,1.834416,0
SSP1,9,Central America and Caribbean,2280,0.351948,2.117376,0
SSP1,9,Central America and Caribbean,2300,0.322421,2.459818,0
SSP1,10,Central Asia,2110,0.963972,1.044149,0
SSP1,10,Central Asia,2120,0.928902,1.093218,0
SSP1,10,Central Asia,2130,0.894566,1.14202,0
SSP1,10,Central Asia,2140,0.860168,1.174273,0
SSP1,10,Central Asia,2150,0.827917,1.278307,0
SSP1,10,Central Asia,2160,0.795864,1.312611,0
SSP1,10,Central Asia,2170,0.764316,1.270749,0
SSP1,10,Central Asia,2180,0.73281,1.35235,0
SSP1,10,Central Asia,2190,0.70444,1.364281,0
SSP1,10,Central Asia,2200,0.674306,1.424213,0
SSP1,10,Central Asia,2220,0.620055,1.582009,0
SSP1,10,Central Asia,2240,0.574375,1.790163,0
SSP1,10,Central Asia,2260,0.53727,1.94816,0
SSP1,10,Central Asia,2280,0.505442,2.362943,0
SSP1,10,Central Asia,2300,0.478424,2.840673,0
SSP1,11,China,2110,0.913207,0.982362,0
SSP1,11,China,2120,0.835257,1.028263,0
SSP1,11,China,2130,0.767148,1.069311,0
SSP1,11,China,2140,0.709195,0.992115,0
SSP1,11,China,2150,0.655747,0.995681,0
SSP1,11,China,2160,0.608736,0.869292,0
SSP1,11,China,2170,0.566359,0.912709,0
SSP1,11,China,2180,0.528008,0.905433,0
SSP1,11,China,2190,0.49323,0.801936,0
SSP1,11,China,2200,0.461634,0.736511,0
SSP1,11,China,2220,0.405984,0.852734,0
SSP1,11,China,2240,0.359718,0.834067,0
SSP1,11,China,2260,0.320996,0.756701,0
SSP1,11,China,2280,0.289324,0.753009,0
SSP1,11,China,2300,0.264681,0.755417,0
SSP1,12,EU-12,2110,0.96549,1.084201,0
SSP1,12,EU-12,2120,0.93228,1.124222,0
SSP1,12,EU-12,2130,0.901867,1.198319,0
SSP1,12,EU-12,2140,0.872478,1.13593,0
SSP1,12,EU-12,2150,0.842007,1.129975,0
SSP1,12,EU-12,2160,0.814032,1.146361,0
SSP1,12,EU-12,2170,0.785671,1.170374,0
SSP1,12,EU-12,2180,0.758047,1.125391,0
SSP1,12,EU-12,2190,0.731861,1.106109,0
SSP1,12,EU-12,2200,0.706721,1.113416,0
SSP1,12,EU-12,2220,0.655315,1.164564,0
SSP1,12,EU-12,2240,0.61062,1.081373,0
SSP1,12,EU-12,2260,0.570528,1.112768,0
SSP1,12,EU-12,2280,0.53084,1.151829,0
SSP1,12,EU-12,2300,0.4962,1.259821,0
SSP1,13,EU-15,2110,0.98488,1.010474,0
SSP1,13,EU-15,2120,0.97327,1.059647,0
SSP1,13,EU-15,2130,0.961702,1.092222,0
SSP1,13,EU-15,2140,0.95032,1.06659,0
SSP1,13,EU-15,2150,0.938556,1.052277,0
SSP1,13,EU-15,2160,0.927141,1.091878,0
SSP1,13,EU-15,2170,0.91644,1.047602,0
SSP1,13,EU-15,2180,0.905031,1.09322,0
SSP1,13,EU-15,2190,0.892922,1.101208,0
SSP1,13,EU-15,2200,0.881724,1.149667,0
SSP1,13,EU-15,2220,0.858188,1.286197,0
SSP1,13,EU-15,2240,0.835543,1.42044,0
SSP1,13,EU-15,2260,0.817651,1.576166,0
SSP1,13,EU-15,2280,0.795458,1.728684,0
SSP1,13,EU-15,2300,0.774611,2.039603,0
SSP1,14,Ukraine,2110,0.978459,0.921889,0
SSP1,14,Ukraine,2120,0.960751,1.103889,0
SSP1,14,Ukraine,2130,0.942054,1.331405,0
SSP1,14,Ukraine,2140,0.92254,1.474144,0
SSP1,14,Ukraine,2150,0.901312,1.581315,0
SSP1,14,Ukraine,2160,0.880796,1.512333,0
SSP1,14,Ukraine,2170,0.858436,1.474619,0
SSP1,14,Ukraine,2180,0.836417,1.750802,0
SSP1,14,Ukraine,2190,0.81404,1.911869,0
SSP1,14,Ukraine,2200,0.791688,2.16134,0
SSP1,14,Ukraine,2220,0.746114,2.657372,0
SSP1,14,Ukraine,2240,0.701808,2.891145,0
SSP1,14,Ukraine,2260,0.660814,2.900515,0
SSP1,14,Ukraine,2280,0.619385,3.731272,0
SSP1,14,Ukraine,2300,0.582394,3.54163,0
SSP1,15,Europe_Non_EU,2110,0.934725,1.055083,0
SSP1,15,Europe_Non_EU,2120,0.877757,1.114742,0
SSP1,15,Europe_Non_EU,2130,0.825039,1.199067,0
SSP1,15,Europe_Non_EU,2140,0.776976,1.155289,0
SSP1,15,Europe_Non_EU,2150,0.733332,1.232614,0
SSP1,15,Europe_Non_EU,2160,0.695814,1.249268,0
SSP1,15,Europe_Non_EU,2170,0.661208,1.212904,0
SSP1,15,Europe_Non_EU,2180,0.627868,1.156727,0
SSP1,15,Europe_Non_EU,2190,0.596737,1.082202,0
SSP1,15,Europe_Non_EU,2200,0.567997,1.087899,0
SSP1,15,Europe_Non_EU,2220,0.514003,1.116361,0
SSP1,15,Europe_Non_EU,2240,0.466724,1.110651,0
SSP1,15,Europe_Non_EU,2260,0.424014,1.204103,0
SSP1,15,Europe_Non_EU,2280,0.386389,1.269966,0
SSP1,15,Europe_Non_EU,2300,0.354354,1.387778,0
SSP1,16,European Free Trade Association,2110,0.980356,1.026886,0
SSP1,16,European Free Trade Association,2120,0.959716,1.035143,0
SSP1,16,European Free Trade Association,2130,0.941877,1.065878,0
SSP1,16,European Free Trade Association,2140,0.92659,1.056764,0
SSP1,16,European Free Trade Association,2150,0.909925,1.065292,0
SSP1,16,European Free Trade Association,2160,0.8922,1.066986,0
SSP1,16,European Free Trade Association,2170,0.877164,1.039343,0
SSP1,16,European Free Trade Association,2180,0.860252,0.992587,0
SSP1,16,European Free Trade Association,2190,0.842009,1.046508,0
SSP1,16,European Free Trade Association,2200,0.824499,1.029565,0
SSP1,16,European Free Trade Association,2220,0.782949,1.030651,0
SSP1,16,European Free Trade Association,2240,0.746692,1.186765,0
SSP1,16,European Free Trade Association,2260,0.707276,1.274008,0
SSP1,16,European Free Trade Association,2280,0.668546,1.431637,0
SSP1,16,European Free Trade Association,2300,0.636234,1.587221,0
SSP1,17,India,2110,0.905629,1.085957,0
SSP1,17,India,2120,0.817333,1.124073,0
SSP1,17,India,2130,0.740791,1.156171,0
SSP1,17,India,2140,0.676122,1.168834,0
SSP1,17,India,2150,0.620158,1.241337,0
SSP1,17,India,2160,0.572193,1.256528,0
SSP1,17,India,2170,0.531934,1.274704,0
SSP1,17,India,2180,0.496223,1.353505,0
SSP1,17,India,2190,0.464703,1.402479,0
SSP1,17,India,2200,0.435677,1.445479,0
SSP1,17,India,2220,0.384638,1.677222,0
SSP1,17,India,2240,0.340018,1.825904,0
SSP1,17,India,2260,0.300153,1.960903,0
SSP1,17,India,2280,0.26654,2.129904,0
SSP1,17,India,2300,0.238299,2.4487,0
SSP1,18,Indonesia,2110,0.9216,0.968574,0
SSP1,18,Indonesia,2120,0.847327,1.013561,0
SSP1,18,Indonesia,2130,0.781532,0.944195,0
SSP1,18,Indonesia,2140,0.723591,0.948406,0
SSP1,18,Indonesia,2150,0.673697,1.009067,0
SSP1,18,Indonesia,2160,0.631269,0.963044,0
SSP1,18,Indonesia,2170,0.593938,0.997006,0
SSP1,18,Indonesia,2180,0.560467,1.007315,0
SSP1,18,Indonesia,2190,0.528147,0.999403,0
SSP1,18,Indonesia,2200,0.498435,0.939947,0
SSP1,18,Indonesia,2220,0.444379,0.888329,0
SSP1,18,Indonesia,2240,0.39796,0.863707,0
SSP1,18,Indonesia,2260,0.357147,0.811919,0
SSP1,18,Indonesia,2280,0.323746,0.84816,0
SSP1,18,Indonesia,2300,0.295892,0.949122,0
SSP1,19,Japan,2110,0.944613,1.05952,0
SSP1,19,Japan,2120,0.895606,1.09537,0
SSP1,19,Japan,2130,0.85152,1.176523,0
SSP1,19,Japan,2140,0.809093,1.252664,0
SSP1,19,Japan,2150,0.769427,1.323912,0
SSP1,19,Japan,2160,0.731783,1.267401,0
SSP1,19,Japan,2170,0.696484,1.163721,0
SSP1,19,Japan,2180,0.661661,1.154412,0
SSP1,19,Japan,2190,0.626105,1.147265,0
SSP1,19,Japan,2200,0.593686,1.065309,0
SSP1,19,Japan,2220,0.531533,1.133119,0
SSP1,19,Japan,2240,0.472499,1.088149,0
SSP1,19,Japan,2260,0.420161,1.054341,0
SSP1,19,Japan,2280,0.37278,1.132896,0
SSP1,19,Japan,2300,0.33138,1.252832,0
SSP1,20,Mexico,2110,0.93678,0.996189,0
SSP1,20,Mexico,2120,0.8776,0.999819,0
SSP1,20,Mexico,2130,0.822012,0.984349,0
SSP1,20,Mexico,2140,0.772128,0.888846,0
SSP1,20,Mexico,2150,0.725783,0.892056,0
SSP1,20,Mexico,2160,0.682118,0.837468,0
SSP1,20,Mexico,2170,0.642956,0.848525,0
SSP1,20,Mexico,2180,0.607589,0.80016,0
SSP1,20,Mexico,2190,0.573322,0.782175,0
SSP1,20,Mexico,2200,0.539453,0.796424,0
SSP1,20,Mexico,2220,0.481802,0.756598,0
SSP1,20,Mexico,2240,0.432292,0.769012,0
SSP1,20,Mexico,2260,0.387281,0.734395,0
SSP1,20,Mexico,2280,0.350105,0.785063,0
SSP1,20,Mexico,2300,0.317211,0.740251,0
SSP1,21,Middle East,2110,0.9707,1.080149,0
SSP1,21,Middle East,2120,0.94137,1.098569,0
SSP1,21,Middle East,2130,0.912643,1.163543,0
SSP1,21,Middle East,2140,0.884002,1.128167,0
SSP1,21,Middle East,2150,0.854524,1.111096,0
SSP1,21,Middle East,2160,0.827004,1.061407,0
SSP1,21,Middle East,2170,0.802253,1.012088,0
SSP1,21,Middle East,2180,0.778972,1.034075,0
SSP1,21,Middle East,2190,0.758039,1.071384,0
SSP1,21,Middle East,2200,0.736331,1.093327,0
SSP1,21,Middle East,2220,0.695935,1.164639,0
SSP1,21,Middle East,2240,0.652915,1.201569,0
SSP1,21,Middle East,2260,0.625204,1.314422,0
SSP1,21,Middle East,2280,0.595026,1.4304,0
SSP1,21,Middle East,2300,0.571638,1.648743,0
SSP1,22,Pakistan,2110,0.96541,1.188603,0
SSP1,22,Pakistan,2120,0.921885,1.423397,0
SSP1,22,Pakistan,2130,0.877993,1.724942,0
SSP1,22,Pakistan,2140,0.833797,1.904033,0
SSP1,22,Pakistan,2150,0.791846,2.102926,0
SSP1,22,Pakistan,2160,0.749709,2.428649,0
SSP1,22,Pakistan,2170,0.71088,2.658791,0
SSP1,22,Pakistan,2180,0.67478,2.944295,0
SSP1,22,Pakistan,2190,0.638537,3.328206,0
SSP1,22,Pakistan,2200,0.605104,3.368341,0
SSP1,22,Pakistan,2220,0.54596,4.554389,0
SSP1,22,Pakistan,2240,0.490136,5.554167,0
SSP1,22,Pakistan,2260,0.442297,6.787312,0
SSP1,22,Pakistan,2280,0.403874,8.536903,0
SSP1,22,Pakistan,2300,0.371504,11.403609,0
SSP1,23,Russia,2110,0.975428,1.067933,0
SSP1,23,Russia,2120,0.949381,1.192601,0
SSP1,23,Russia,2130,0.925476,1.255648,0
SSP1,23,Russia,2140,0.896893,1.297314,0
SSP1,23,Russia,2150,0.867027,1.428304,0
SSP1,23,Russia,2160,0.836216,1.630448,0
SSP1,23,Russia,2170,0.805947,1.787756,0
SSP1,23,Russia,2180,0.778201,1.81152,0
SSP1,23,Russia,2190,0.751426,1.739129,0
SSP1,23,Russia,2200,0.724291,1.774674,0
SSP1,23,Russia,2220,0.674473,1.895501,0
SSP1,23,Russia,2240,0.629752,1.77414,0
SSP1,23,Russia,2260,0.589413,2.006792,0
SSP1,23,Russia,2280,0.554297,2.03185,0
SSP1,23,Russia,2300,0.528027,2.11925,0
SSP1,24,South Africa,2110,0.924058,0.950058,0
SSP1,24,South Africa,2120,0.855589,0.962806,0
SSP1,24,South Africa,2130,0.796054,1.007975,0
SSP1,24,South Africa,2140,0.748072,0.991038,0
SSP1,24,South Africa,2150,0.710369,0.997997,0
SSP1,24,South Africa,2160,0.678226,1.062695,0
SSP1,24,South Africa,2170,0.648553,1.048262,0
SSP1,24,South Africa,2180,0.623586,1.094189,0
SSP1,24,South Africa,2190,0.601559,1.090309,0
SSP1,24,South Africa,2200,0.580062,1.050299,0
SSP1,24,South Africa,2220,0.538254,1.141448,0
SSP1,24,South Africa,2240,0.500968,1.134011,0
SSP1,24,South Africa,2260,0.465768,1.08346,0
SSP1,24,South Africa,2280,0.431912,1.240136,0
SSP1,24,South Africa,2300,0.40196,1.299592,0
SSP1,25,South America_Northern,2110,0.965942,1.16205,0
SSP1,25,South America_Northern,2120,0.932504,1.281414,0
SSP1,25,South America_Northern,2130,0.899005,1.520721,0
SSP1,25,South America_Northern,2140,0.861629,1.600297,0
SSP1,25,South America_Northern,2150,0.822669,1.71989,0
SSP1,25,South America_Northern,2160,0.786853,1.816931,0
SSP1,25,South America_Northern,2170,0.748704,1.872378,0
SSP1,25,South America_Northern,2180,0.712523,1.859047,0
SSP1,25,South America_Northern,2190,0.680739,1.787741,0
SSP1,25,South America_Northern,2200,0.647359,1.806892,0
SSP1,25,South America_Northern,2220,0.596498,2.067385,0
SSP1,25,South America_Northern,2240,0.552965,2.042685,0
SSP1,25,South America_Northern,2260,0.525483,2.136278,0
SSP1,25,South America_Northern,2280,0.500978,2.385606,0
SSP1,25,South America_Northern,2300,0.480673,2.775476,0
SSP1,26,South America_Southern,2110,0.920722,1.040882,0
SSP1,26,South America_Southern,2120,0.844011,1.084958,0
SSP1,26,South America_Southern,2130,0.774669,1.158292,0
SSP1,26,South America_Southern,2140,0.715105,1.124337,0
SSP1,26,South America_Southern,2150,0.66277,1.135692,0
SSP1,26,South America_Southern,2160,0.616602,1.12486,0
SSP1,26,South America_Southern,2170,0.578248,1.092406,0
SSP1,26,South America_Southern,2180,0.543267,1.029109,0
SSP1,26,South America_Southern,2190,0.511555,0.980923,0
SSP1,26,South America_Southern,2200,0.483626,0.95429,0
SSP1,26,South America_Southern,2220,0.435322,1.043953,0
SSP1,26,South America_Southern,2240,0.392509,1.076423,0
SSP1,26,South America_Southern,2260,0.352757,1.080889,0
SSP1,26,South America_Southern,2280,0.318649,1.127316,0
SSP1,26,South America_Southern,2300,0.28807,1.217374,0
SSP1,27,South Asia,2110,0.938382,1.15698,0
SSP1,27,South Asia,2120,0.878042,1.283936,0
SSP1,27,South Asia,2130,0.819129,1.535862,0
SSP1,27,South Asia,2140,0.771372,1.624867,0
SSP1,27,South Asia,2150,0.727501,1.691242,0
SSP1,27,South Asia,2160,0.69347,1.691431,0
SSP1,27,South Asia,2170,0.667749,1.716863,0
SSP1,27,South Asia,2180,0.64054,1.818508,0
SSP1,27,South Asia,2190,0.615827,1.770166,0
SSP1,27,South Asia,2200,0.597642,1.849378,0
SSP1,27,South Asia,2220,0.562902,2.377575,0
SSP1,27,South Asia,2240,0.536907,2.841175,0
SSP1,27,South Asia,2260,0.518635,3.250104,0
SSP1,27,South Asia,2280,0.498405,3.905533,0
SSP1,27,South Asia,2300,0.476217,4.665143,0
SSP1,28,South Korea,2110,0.928806,0.894402,0
SSP1,28,South Korea,2120,0.873943,0.908781,0
SSP1,28,South Korea,2130,0.829088,0.857308,0
SSP1,28,South Korea,2140,0.786925,0.81759,0
SSP1,28,South Korea,2150,0.750675,0.819642,0
SSP1,28,South Korea,2160,0.717308,0.885073,0
SSP1,28,South Korea,2170,0.686683,0.961964,0
SSP1,28,South Korea,2180,0.660207,0.953739,0
SSP1,28,South Korea,2190,0.633776,0.98797,0
SSP1,28,South Korea,2200,0.610569,1.101597,0
SSP1,28,South Korea,2220,0.568,1.058222,0
SSP1,28,South Korea,2240,0.530642,1.297324,0
SSP1,28,South Korea,2260,0.497259,1.361684,0
SSP1,28,South Korea,2280,0.465433,1.5232,0
SSP1,28,South Korea,2300,0.4351,1.783601,0
SSP1,29,Southeast Asia,2110,0.935137,1.006298,0
SSP1,29,Southeast Asia,2120,0.875143,1.050635,0
SSP1,29,Southeast Asia,2130,0.821549,1.134048,0
SSP1,29,Southeast Asia,2140,0.773854,1.163955,0
SSP1,29,Southeast Asia,2150,0.731614,1.203328,0
SSP1,29,Southeast Asia,2160,0.691536,1.207976,0
SSP1,29,Southeast Asia,2170,0.654914,1.185578,0
SSP1,29,Southeast Asia,2180,0.621287,1.243626,0
SSP1,29,Southeast Asia,2190,0.589298,1.276058,0
SSP1,29,Southeast Asia,2200,0.559822,1.327617,0
SSP1,29,Southeast Asia,2220,0.508189,1.490722,0
SSP1,29,Southeast Asia,2240,0.464215,1.709205,0
SSP1,29,Southeast Asia,2260,0.425774,1.844826,0
SSP1,29,Southeast Asia,2280,0.39563,2.209844,0
SSP1,29,Southeast Asia,2300,0.37257,2.666833,0
SSP1,30,Taiwan,2110,0.911843,0.898732,0
SSP1,30,Taiwan,2120,0.835228,0.850392,0
SSP1,30,Taiwan,2130,0.768968,0.786224,0
SSP1,30,Taiwan,2140,0.712541,0.736555,0
SSP1,30,Taiwan,2150,0.663546,0.73081,0
SSP1,30,Taiwan,2160,0.621065,0.675142,0
SSP1,30,Taiwan,2170,0.582291,0.626245,0
SSP1,30,Taiwan,2180,0.546559,0.561176,0
SSP1,30,Taiwan,2190,0.514237,0.546557,0
SSP1,30,Taiwan,2200,0.485527,0.533771,0
SSP1,30,Taiwan,2220,0.435523,0.597305,0
SSP1,30,Taiwan,2240,0.394019,0.596245,0
SSP1,30,Taiwan,2260,0.356079,0.698143,0
SSP1,30,Taiwan,2280,0.323603,0.702271,0
SSP1,30,Taiwan,2300,0.294331,0.765398,0
SSP1,31,Argentina,2110,0.926787,0.980013,0
SSP1,31,Argentina,2120,0.857041,1.030362,0
SSP1,31,Argentina,2130,0.795399,1.121432,0
SSP1,31,Argentina,2140,0.741283,1.089225,0
SSP1,31,Argentina,2150,0.693798,1.013459,0
SSP1,31,Argentina,2160,0.650625,0.892429,0
SSP1,31,Argentina,2170,0.613244,0.82817,0
SSP1,31,Argentina,2180,0.579217,0.8152,0
SSP1,31,Argentina,2190,0.546575,0.784107,0
SSP1,31,Argentina,2200,0.516627,0.695684,0
SSP1,31,Argentina,2220,0.466265,0.714197,0
SSP1,31,Argentina,2240,0.423389,0.8103,0
SSP1,31,Argentina,2260,0.386143,0.798615,0
SSP1,31,Argentina,2280,0.34975,0.867479,0
SSP1,31,Argentina,2300,0.318855,0.871022,0
SSP1,32,Colombia,2110,0.910486,0.990023,0
SSP1,32,Colombia,2120,0.83283,1.037156,0
SSP1,32,Colombia,2130,0.765367,1.023396,0
SSP1,32,Colombia,2140,0.711506,1.056749,0
SSP1,32,Colombia,2150,0.664656,1.126493,0
SSP1,32,Colombia,2160,0.623364,1.07294,0
SSP1,32,Colombia,2170,0.586252,0.97719,0
SSP1,32,Colombia,2180,0.552618,0.961664,0
SSP1,32,Colombia,2190,0.521708,0.962981,0
SSP1,32,Colombia,2200,0.492717,0.950969,0
SSP1,32,Colombia,2220,0.440982,0.995891,0
SSP1,32,Colombia,2240,0.395731,1.059302,0
SSP1,32,Colombia,2260,0.355591,1.175367,0
SSP1,32,Colombia,2280,0.319672,1.255519,0
SSP1,32,Colombia,2300,0.285266,1.401905,0
SSP2,1,USA,2110,1.003524,1.037547,0
SSP2,1,USA,2120,1.004233,1.143948,0
SSP2,1,USA,2130,1.002643,1.196057,0
SSP2,1,USA,2140,0.999616,1.169467,0
SSP2,1,USA,2150,0.998382,1.213786,0
SSP2,1,USA,2160,0.995488,1.292765,0
SSP2,1,USA,2170,0.990556,1.325756,0
